text,value
?? ????? ????? ?? ??????? ??? ?????? ???? ?????? ????? ?????? ?? ??? ????.,0
??? ?????? ????? ??? ??? ?? ?????? ??????.,+1
??? ??????? ???? ?? ?,0
??????? ??????? ????? ??? ??? ?? ??? ????? 5 ????? ??? ??? ?? ??????.,+2
"?? ????  ?? ???????? ?????? ??? ???? ????? ???????? ?? ???????? ?????????? ???? ?? ?? ?????? ????? ??? ???.",0
??? ???? ?? ?? ???? ???,-1
"?????? ?? ??? ?????? ?? ?? ?????? ???? ??????  ??? ????? ?? ??? ?? 13 ???? ?????? ??? ?? ?? ???? ????? ?? ????????  ???? Infinity ?? ?? ??? ???? ?????? ???? ??? ???? ???.",+1
??? ???? ??? ??? ???? ??? ????? ??? ???.,+2
3-?? ???? ????? ???? ????????? ?? ???? on ???? ?? ?????? ????? ?????? ???????? ??? ?? ???? ????? ?? ?????? ??????? ???.,-2
?? ???? ????? ???? ??? ??????? ?? ??????? ??????? ??? ?? ????? ?? ?? ?? ??? Sonic Master ??? ??????.,0
"?????
???????? ? ?????? ?? 1.5 ?????????
?????? 12 ?????????
??????? ???? ???
16???????? ????? ? ?????
????? ???? ? ???? ? ?? ?????
???? ????? ????
???? ??? ?? ????
??? ??
?????
???? ??? ???????4 ?? ???
???? ? ??????? 2.1
???? ?????? ?? ???

",+1
??? ???? ?? ??? ???? ?? ????? ??? ?? ????? ?????? ?? ???? ????? ? ??? ?? ?? ???? ????? ???.,-1
??? ???? ?? ?? ?? ?????.,+1
?? ??? ?? ?? ???????? ? ?? ???? ?? ?? ?????? 12 ? ?? ???? ? ????? 4.55  ????? ???? ?? ??? ????? ?? ???? ?? ????? ????? ?????? !,+1
??? ??? ??? ?? ????? ???? ?? ???? ?????? ??? ??? ?? ( ????? ??? - ????? ) ??????? !,-1
??? ??????? ?? ??? ???? ?? ????? ???? ios6 ???????? ????? ????? ????? ?? ???? ???? ??????? ?? ????? ????? ???2 ?????? ??????:??? ????? ???? ?? ???? ? ??? ??????? ??? ? ?? ???? ???? ???? ?? ??? ????? ???? ?? ??? ???? ??? ??????? ??????? ???.,+1
"???? ??? ??
?? ??? ???? ?? ?? ???? ??? ?????
????? ????? ???? ?????? ???? ???? ? ?? ?? s3 ???? ?? ?????? ?????  ?????  ??? ????? ???? ?????? ??????
??? ?? ??????? ?????
?? ?? ????? ???? ????? ? ??? ?? ?? ??? ????? ?????",+2
"???? ??? ?????? ????? ???  ???? ????? ???? ????????? ??????.",+1
?????? ???? ??? ???? ????? ?? ????? 8 ????????? ??????? ?? ?????? ???? ?????? ?? ????? FullHD ?? ???? 30 ???? ?? ????? ?? ??? ??????.,0
?? ???? ????? ?????? ? ???? ??? ??? ????.,+2
?? ???? ???? ????? ??? ?? ????? ???? ???? ? ????,+2
?????? ???? ????? ?????.,+2
????? ???? ??? ?? ??? ?? ??? ????? ?? ????? ???? ??? ???? ???? ??? ???? ????? ??? ?? ?? ????? 5 ???? ??? ???? ?? ?? ???? ????? ?? ?? ?? ???? ????? ?? ???? .,+2
???? ?????? ?? ?????? ??? ????? ??? ???? ????? ?????? ?? ????? ????? ????? ??? ???.,-1
????? ??? ?????? ??? ?????? ????? ?? ?? ????? ? ?????? ?????? ???????? ???.,+1
???? ??????.,0
??? ???? ???? ????? ? ????? ???? ? ??? ?? ? ????? ?? ????? ????? ?? ??? ????? ? ????? ???? ?????? ???? .,+2
???? 3 ???? ?? ??? ????? ??? ??????? ? ?????? ????? ????? ????? ????? ? ?? ???? ?? ?? ?????? ??? ?? ????.,+1
??? ???????? ???? ?????? ?? ?? ???? Galaxy Nexus ??? ??????? ??? ??? ? ???????? ??? ?????? ??????????.,+2
"???? ???? ??? 15.6 ????? ?? ?? ???????? Core i3 ? ???? ?????? ????? GeForce GT 520MX ??????? ???????  ?? ??? ??????? ??????? ?? ???? Wi-Fi ? ??????? ???? ??????  ?????? ??? ?? 6 ???? ???? ??? ??? ?? ????? ????? ??????.",+2
?? ???? ???? ?? ?? ?????? ??? ?? ?????? ??? ?? ??? ?? ????? ????? ?? ????? ???? ???? ?? ???? ???? ????? ?? ??? ??? ???? ???? ? ?????? ?? ??? ???? ?????? ?? ?? ?? ??? ????? ? ?? ?? ??? ????? ??? ????? ????? ??  ?? ????? ??????? ??? ?? ???? ???? ???? ???? ???? ????? ,+2
??? ??? ????? ? ???? P7700 ??? ?? ???.,+2
???? ???? ??? ?????? ?? ????? ???? ?????? ?? 1/4 ????? ?? 1/4000 ? ?? ????? ??? ????? ?? 30 ????? ?? 1/4000 ????? ?? ????.,0
"???? ?? ??? ??? ?? ?? ???? Notifications ??? ?????  ??????? ??? ?? ???? ??????? ???? ????? ???? Standard IPS?  Super IPS+ ? ???? Power Saving ????? ????.",0
????? ???? ? ??? ??? ? ?????? ??? ???? ????? ??? ????? 2g ?? ?? ???? ????? ? ??? ???? ????? ???? ??? ???? ????? ???? ???? ???? ???? Oleophobic ??? ???? ????? ??????? ?? ????? ??? ???? ????? ???? ????? ??? ??? ? ?? ???? ???? ??? ???? ????? ??? ????? ?? ??? ???? ??????? ???? ???? ??? ?? ??? 100% ?????? ???? ? ?????? ?? ????? ???? ????? ???????? ??? ????? ?? ????? ???? ?? ????? ???? ????? ??? ios ??? ????? ?????? ??? ?? ???? ???? ?????? ???? ??? ??? ?? ??? ?? ??? ?????????*?? ??? ????? ???? ?? ???? ?? ???? ????? ????? ????? ?? ???? ????? ?? ??????* ??? ???? ?????? ?? ?????? ???? ????? ???? ?? ?? ??? ????? ????? ?? ?????? ???? ?????? ??? ??????? ???  ?? ?? ??????? ?? ?? ????????? ??? ?????5 ?? ????? ???2 ??? ???? ? ?? ?? ???? ????? ?? ????? ????? ?? ?? ?????? ?? ?? ????? ????,+2
?????? ?? ???? ????? ???? ?? ????? ???? ?? ????? ????? ???? ????? ????? ?? ?? ????????.,+2
"cpu= dual-core armv7 
cpu frequency= 196 .",0
"????? ???? ??????? ???? ??? ?? ???? ?? ???? ?? ????? ???? ?  ???? ???? ?????? ? ????? ?? ???????? ?? ?????? ? ?? ?? ????? ??? ? ??? ????? ???.",-2
??? ?? ????? ???? ?? ?? ??? 60 ???? ?? ?? ????? ???? ??????.,+1
??? ?????? ??? ?? ??? ??? ?? ????? Wi-Fi ??? ?????? ?? ?? ????? 3G ? 4G ?? ??? ???????? ????????.,+1
???????? ??? ??? ?? ??? ??? ????.,-1
(????? ???? ?? ???? ?????? ??? ??? ??? ?????? ???)????? ???? ????? ??? ???? ????? ??? ????? ???? ? ?????? ????? ?????? ??????.,+1
"???????? ?? ?????? ???????  ??????? ??????? ?? GALAXY Tab 2 10.1 ????? ??? ??? ???.",+2
"?? ??? ?? ???? ???? ???? ????
",+2
"CyberLink?s PowerCinema NE ???? ???? ??????? ?????? ? ???? ???? ????????? Direct DVD/Direct Back-Up?  ?????? PowerProducer 3 NE ???? ??? ???? ??????? ?? ??? DVD ? PowerDirector 5 NE Express ??? ???? ?????? ?????? ?? ??? ???????.",+1
???? ??? ?? ?? ?????? ???? ??????,+2
?????? ???? ????? ???? ???? ?? ????? ?? ?? ???? ???? ????? ??? ?? ??????? ?????.,+2
??? ??? ????? ?? ??? ???? ? ?????? itunes ?? ?? ???? ????? ? ???? ???? ??? ????? ???? ??? APPs ?? ????? ??????? ???? .,+1
"????? ?????  ????? ??????  ??? ???  ???????? ???? ????? ???? ??????? ? ???????? ??????? ??? ???? ?? ?? ??????? ?????? ???? ???????? ???? ??? ???????? ????? ??????.",+2
"??? ?? ?? ???? ?? ????? ?? ???? ??? ?????? ?? ????  ?? ?? 2012 ?? ??????? ????? ???.",+2
?????? ?? ??? ????? ?? ???? ??? ???  ? ?? ??? ?? ???? ?? ??? ???? ????? ???,+2
?????? ???? ?????? ?,0
????? ?? ???? ???? ,0
?? ?? ?????? ?? ?? ?????? ??? ?????? ? ????? ????? ????? ??? ??? ?? ?? ?? ??? ???????.,-1
?? ??? ??? ??? ????? ???? ???? ???? ??? ????? ??????? ?? ?????? ???????.,+1
???? ???? ??? ?? ??? ??? ????? ????.,-1
"?? ????? ????????? ?? ????? ??????? ?????? ?? ??? ????? ???? ????? ?????? ???? ??? ????? ???? ?? ?????  ??? ?????? ???? ?????? ??? ???? ????.",0
???? ????? ?????? ???? ??? ????????? 2???? ?? ??? ???? ??? ????? ????? ????? ?????? ????.,+2
???? ??? ???????? ????? ??? ????? ?????!,-1
??? ? ?? ???? ??? ???? ?? ????!,-1
?????? ) ?????? ?? ?????? ???? ??? ???????? ?? ??? ????? all share  ?? ??? ???? ??? ??????? ????? ????2.?? ???? ??? ????? all share ??????? ???? ??.,0
??? ?????? ???? ?? ?? ???? ???? ??? ??????? intelligent O.,0
? ???? ? ???? ??? ? ????? ?????? ???? ?? ???? ?? ???? ????? (nokia c7) ?? ???? ???? ???? ??? ?????? ?????.,-1
?? ????? ??? ?????? ???? ???? Standard Steady Shot ?? Active Mode ?????? ???? ?? ?? 10 ????? ???? ??? ???? ??????? ????? ???? ?? ???.,+1
?? ??? ??? ?? ?? ???? ??? ????? ???? ????? ?? ??? ??? ?????? ?? ???? ???? ??? hd ?? ??? ??? ???? ? ?? ??? ????? ???????? ????? ?? ??? ???? ??? HD ?? ??? ??? ???? ??? ?????? ????? ? ?????? ??? ?? ??? ???? ?? ?? ???? ??? ?? ???!,+1
"???? ??? ??? ????? ?? 32 ???????? ????? ?? ???????? ???????? ??? ?? ??? ?? ????? ?????? ???? ?????  ?????? ????? 25000 ???? A4 ?? ?? ?????? ??? ???? ??????.",0
??? ???? ?? ????? ?? ????? ??????? ??? ?? Galaxy S III ??? ?? ?????? ???? ??? ???????? ????? ??? ?? ?? ??? ????? ???.,+2
??? android ??? ???? ?? ???? ( SAMSUNG htc SONY LG MOTOROLA acer HUAWEI ASUS ..,0
"???? ?? ?? ??? ???? ??? ?? ??? ?????,????? ?? ??????? wifi? ???gprs",-1
"????
?? ??? ????? ??? ???? ?? ?? ???? ???? ?????
??? ?? ??? ?? ????? ??? ?? ????? ????? ? ???? ????? ?? ?????? ????? ??? ?? ???? ??? ????? ????? ???? ?? ??? ???? ???? ????? ????? ? ??????? ???? ????? ?? ?????? ??? (????? ????? ???? ? ???? ??????? ?? ?????(?????? ?? ???? ?????)) ? ???? ??? ?????? ? ???? ???? ???? ?? ???? ??????? ????? ????
???? ????? ?????
??? ??? ????? ???? ?????? ??????
?? ??? ?? ??? ????? 4 ????? ?? ???? ?? ???? ???? ????? ????
????? ???? ????? ?? ?????(?? ???? ?? ??? ?? ???? ????)",+1
"???? ?? ????? ??????? ????? ??? ?? ??? ?????? 5 ????????? ?? ???? ??????? ????? ??? ?? iPhone 4S ?? iPhone 5 ?????  ??? ?? ??????  ?????? ????? ????? ???? ????? ? ???? ???? ?????? ?? ??? ???? ????????.",+1
"??? ??? ????? ??? ?? ?????? ????? ?? ????? ????? ???? ???????? ????? ??? ?? ?????? ?????  ?? ???? ?? ????? ???? ?????  ?? ???? ??? ???? ????  ??? ?? ????? ???? ???? ? ?? ????? ???? ?????? ???????? ??????.",-1
?? ???? ???? ?? ????? ???? ?? ???? ?? ?????? ???? ?? ?? ????.,+1
?? ??? ??? ??? ?????? ??? ?? ???? 4 ? ?? ???? ??????? ???? ? ????? ?????? ????!,-1
? ?? ?? ?? ? ????? ??? ?? ???? !,+2
???? ?? ???? ??????? ????? ????,-1
????? ?????? ?? ????? ??? ??? ???? ???.,-1
??? ??? ????? ???? ? ???? ???????? ???? ????? ???? ? ?? Flash ??? ?? ??? ???? ???????? ??????.,+1
??? ??? ???? ?? ???? ??? ??????? ????? Steady Shot ??? ??? ?? ???? ?????? ???? ??? ??? ?? ???? ?? ???????? ????? ?????? ???? ?? ??? ??? ????.,+1
"HTC Windows Phone 8X ???? ????? ??????????  ?? ?? ????? ???? ? ??????? ???? ??? ? ??? ??? ??????? ???? ?? ??? ??? HTC ?? ?????? ???? ????? ??? ????  ?? ????? ???? ??? ???????  ???? ?????? ?? ?? ??? ??? ??? ????.",+2
"??????? ????? ??? ???? ????? ?? ??? ??? ????? ???? ??? ??? ?? ???? ?? ??????  ??? ???? ?? ??? ?? ??? ???? ???.",-1
"????:
?? ??? ????? ??? ?? ??? ?? ????? ????? ?? ???? ???? ????? ??? ??? ?? ????? ????? ???? ?? ??? ???? ?? ??? ??? ? ????? ???? ?? ?? ???? ?? ??? ?????? ??? ????? ???? ???? ????? ? ????? ??? ?? ????? ??? ????? ?? ???? ???? ?? ?? ?????.",0
??? ? ??? ??? ???? ????? ????? ??? ?? ???? ?????? ????? ?? ??? ???? ?? ??????!,-1
????  ?? ???? ???? ???? ?? ??? ?? ?????? ??????? ????? ????  ?? ????? ????? ???? ????? ?? ?? 5 ?? 6 ??? ??????  ????? ?? ?? ????? ?????? ?? ??? ????? ????? ??? ? ??? ????,-2
????? ????? 16 ????????? CMOS ??? ?????? ????? ????? ??? ?? ?? ??? ?????? F600 ??? ????? ? ?????? ?????? ????? ????? F770 ?? ???? ???? ? ?? ??? ???? ??? ?????? ??? ??? ?? ?? ??? ????????.,0
??? ?????????? ?? ??? ???? ? ?????? ??? ???? ? ???? ???? ?? ???? ?? ????? ????? ???????.,+2
????? 5 ???? ??? ??? ???? ????.,+1
???? ?? ???? ??? ?? ???? ??? ?? ????? ??? ?????? ?? ?????? ???? ??? ??? ???? ???? ? ???? ?? ???? ??????? ? ???? ?? ?? ??? ???? ??? ?????.,-1
??????? ????? ??? ????? ???? ? ????? ???? ? ???? ?????? ??? ?? ???.,+2
??? ?? ???? ??? ???? ??? ???? ???? ???? ???? ???? ???? ?? ? ????? ????? ??? !,-1
"?? ???? ??????? ??????  ??? ???? iPod Touch ????? ??????? 8 ? 16 ????????? ????? ? ?????????? ????  ????? ????? ????? 32 ???????? ???????.",0
??? ?? ???? ??? ?? ???? ?? ?? ??????? 2 ????????? ???? ???? ? ?? ???? ??????? Micro SD ?? ??? 32 ???????? ??? ???????? ??????.,+1
??????? ???? ??? ?????? ??? ?????????? ???? ??? ??? ?????? ?? ??? ???? ???? ??? ??????? ???? ???? ? ???? ???? ??? ????.,0
cpu ???? ???? ?? ?? 1.4 ???????? ? ?? 2 ???? ???? ???? ???? ??? ???? ?? ??? ????? ,+2
"???????? ?? ???? ??? ??????  PadFone 2 ????? ?????? ??????? ????? ? ???????? ?? ?? ?? ????? ?? ?? ??? ??????? ??? ? ??? ????? ???? ??? ???? ??? ?? ?????? ?? ???????? ??? ??????  ????? ??? ?? ???? ????? ?? PadFone 2 ?? ??? ?????.",0
"?????? ??? ???? ??? ???? ??? ?? ????? ????? ???????? ????  ???? ?? ???? ?????? ??? ??? ???? ? ???? ????? ?? ?????? ????? ?? ????? ?? ??? ?????.",0
?????? ???? 3 ?? ?????? ?????? ? ?????? DLNA ??? ?? ??? ??? ???? ???? ????.,0
?? ??? ???? ??????? ?? Galaxy S III ???? ????,-1
?? ???? ????,-1
????? ???? ??? Asus ?? ?????? Google2.,+1
?? ?? ?????? ? ???? sx260 ??? ????? ??? ??????? ??? ????.,+2
"?? ???? ????? ?? ???? ????? Samsung Galaxy S III ? HTC One X ?  ?? ??? ??????? ??? ???? ????? ??? ?? ???????  ??? ????? ???? ?? ?? ??? ????.",0
??????? ????? ???? ???? ???? ?? ???? ?? ?????.,-2
??? ???? ?? ?? ??? ?? Optimus Black ?????.,+1
"????? ?? ??? ?????? ?? ?? ???? ???? ??????? ????
???? ?????? ????? ???? ?? ?? ????? ????? ?? ??? ???? ??? ??? ?? ????? ??????
??? ?? ?????? ???? ????? ????? ?? ???? ???? ??? ?????? ????????
???? HDMI  ????? ? ???? ??????? ???? ???
?? ???? ?? ????? ???? ?????? ???? ???? ?? ???? ?????? ? ???? ??????? ?????? ??????? ?????? ?? ???? ????? ????? ???!",-1
?????? Retina MacBook Pro ????? ?????? ?? ?????? ??????? ??? ?? MacBook Air ????.,0
??? ????????? ???? ????? ??? ?? ??? ??? ?? ??????? ???? ????? ?? ????? ????? ????? ???? ????? ??? ???? ??? ??? ??? ????? ????.,+1
"????? ???? ????? ????? ??? ?????  ?????? ????? ????? ???? ?? ?? ???????.",+1
????? ?? ?? ??? Program ?? ???? ???? ?? ??????? ?????? ?? ??????? ??? ??? ?? ?? ??? ?????? ?? ??? ??????.,0
?? ???? ???? ??? ? ?????? ????.,0
?? ????? FastRes 600 ??? ??? 10 ????? ??? ????.,0
???? ??????????? ??? X ???? ?? ????????? ??????? ???? ?????? Altec Lansing ???????? ?? ????? ??????? ?? ????? ????.,+2
?????? ???? ??????? .,+2
??? ?? ????? ?? ????? ? ?? ????? ?????? ?? ???? ??????? ?????? ???? ???? ??????? ?????? ??? ????.,+1
???? ????? ?????? ????? ????? ??? ?????? ????.,0
??? ?? ??????? ? ?????? ??????? ????? ??? ?? GALAXY Tab 2 7.0 ????? ???? ?? ???.,+2
?? ?????? ? ???? ?? ??????? ?? ???? ???? ?????? ? ?? ????? ?? ????? ?????.,0
"?? ??? ???? ?? ???? ????? ?? ??? ???????? ?? ???? ????? ? ?? ?????? ?/? ???????? ?????? ??????? ?? ??? ???? ???? ?????? ?????? ??? ???? ??????? ?? ??????? ?????? ??????.",+1
1.,0
??? ?? ???? ?????? ?? ?? ???????!,0
??? ?? ????? ?? ???? ?? ??????? ???? ?? ?? ?? ??? ????? ???????? ?????.,0
??? ???? ???? ????? ??????? ?? ???? ? ???? ???? ???? ?? ???? ????? ?? ?????? ????.,+2
??????? ????? ??? ????? ???? ? ????? ???? ? ???? ?????? ??? ?? ???.,+1
) ??? ???? ????? ????? ?? ????? ???? ?? ?????? ????? ???? ??? ???? ? ???? ???? ?? ???? ????? ???? ?? ????? ????? ??? ??? ?????? ????.,0
???? ???? ????? ????? ???? ???? ? ?? ??? ?? ??? ???? ?? Adobe Flash ???????? ??????.,+2
?? ??? ??? ???? ???? ?? ?????? ?? ????? ???? LED ????? ?? ?? ???? ???? ?? ????? ?????? ? ?? ????? LG ?? ??? ???????? ?? ????? ???? ?? ???? ??? ???? ???? ?? ???? ?????????.,+1
"??? ?? ???? ?????????? ??????? ?????? ?? ????? ????? ??????? ???? ???? ?????? ??? ?? ????? ??? ?? ?? ??? ????? ???? ??????? ??? ?? ???? ??? ???? ???? ????? ?? ?? ????? ???? ?? ????? ??? ? ????? ???? ?? ?? ??? ?? Optimus VU ?? ??????.",0
"??? ?????? ?? Direct Call ??? ????? ?? ??? ??? ????? ?? ?????? ?? ????? SMS ???? ?? ????? ???? ???? ?? ??? ??? ????  ?? ??? ????? ???? ?????? ?? ?????? ????? ??????? ???.",+2
"??? ?? ???? ????? ???? ???? ?? ????? ??? ???? ?? ???? ?  ???????? ????? ??? ???????? ?  ??? ??? ?? ??? ??? ???? ?? ???? ?????? ?????? ? ?? ???? ??? ????? ??? ???? ?? ?? ?????? 4 ?? ?  5 ?? ???? ??? ? ?? ???? ??? ???? ?? ?? ???? ????? ???? ?????? ?? ????? .",-1
?? ????? ?????? ???? .,0
"??? ???? ??? ?? ????? ????? ???? ??????? ?? ????? ???? ?????? 8 ?? ??? ???????? ??? ????? ????? 820 ? ????? 920?  ????? HTC ??? ?? ????? 8X ? 8S ?? ??????  ?? ???? ???? ?? ???? ???????? ??????? ????? ???? ?? ??? ?? ???? ????? ?? ?????? 8 ?? ??? ????? ??? ??????? ?????? ?????.",0
???? ????? ???? ????? ? ????? ???? ?,0
"?? ????????  ?? ???? ???  ???? ????? 4.3.",0
????? ?? ?? ?????? ???? ????? ?? ??? ???? ?? ????? ?? ??? ???? ???? ???.,+1
?? ??? ???? ????? ?????? ????? ??? ??? ?? ????? ???? ????? ??????.,+2
?????,+2
???????? ?? ??? ??????? ? ????? ??? ?????? ???? ???? ??? ? ??? ?????? ???? ?????? ?? ???? ?????.,-1
????? ?? 1 ????????? ??? ???? ???  ?? ??? ????? ???? ? ????? ??????.,+2
"??? ?????? ?? ??????? ?????  ??????? ??????? ????? ?? ????? ????? ?? ?? ?? ????? ??????.",+1
??? ???? ????? 4S ????? ??? ?????? ??????? ???? ????.,0
"?? ???? ???? ?????? ??? ??????? ???????? ????? ????? ???????? ? ??? ?????? ?? ??? ???????? ?????????  ?? ?? ?? ?????  ???? ????? ??? ???? ????? ??? ?????? ???????  ????? ?? ???.",0
?? ???? ???? ? ???? ??? ?? ?????.,-1
GPRS ?????.,-1
???? ??? ???? ?????? ??????? ? ????? ?????????? ?? ?? ??? ?? ?????? ??? ??? ???? ??? ????? ??? ?? ???? ???? ?????? ?? ??????? ? ????? ???? ? ???????? ?? ?? ??????? ??? ???? ???? ???  ? ?? ??? ??? ??????? ??? ?? ?????? ???????? ?????????? ?? ??? ???? ????? ??? ????? Nexus 7 ????? ???? ????? ???.,+1
??? ?????.,+2
"???? ?????? ??????? ??? ??????  ?? ?????? ??? ??????? ??? ?????? ? ?? ??????? ?? ??????? ?? ???????? ????? ??? ???.",0
"????? ?? ??? ??? ????? ????? ?????? ?? ??? ??????? ?? ???? ?? ??? ?????? ?? ?????? ??? ????? ???? ? ????? ?? ?????  ??? ?????? ???? ?? ????? ??? ??????? ???? ?? ???? ???? ?? ?? ???? ????? ?? ????? ????? ?? ???? ???? ???? ?? ??? ??? ???? ??????.",+1
? ??? ???? ???? ??? ?? ????? ???? ?? 20% ???? ????? ????!,+1
??? ??? ?????? ??????? ?????? 28-140 ???? ??? ?? ???? ?????? ?? ??????? ??? 5 ????? ?? ????? ???????.,0
.??? ????? ?? ???? ?????? ??????? ????? ????.,-1
"??? ?? ??? ?????  ?????????? ??????? ??? ???? ????? ?? ?? ??? ???? ????? ? ????? ???? ?? ????? ??? ????? ???????.",0
??????? 1280?720 ?????? ??? ???? ????? ???? ??????? ?? ?????? ?? ?? ????? ???? ? ????? ?? ????? ??????.,+2
??? ????? ?? ???? ?? ?????? ??? ??? ???? ???? ??? ?????? ?? ????? ???? ???? ?? ?? ??????.,-1
???? ??? ???? ????? ????? ??? ????? ???? ???? ?????? ?? ???? ?? ????? ??? ????.,+1
????? ???? ??????? ???? ??? ?? ??? ?????? ?????? ????? ??? ????? ????.,0
"???? ?????? ??? ?? ???? ????",-1
??? ?????? ????? ????? ?? ??? ?????? ?? ???? ?? ???? ????????? ? ??????? ??? ???? ???? ??? ????? ??????? ?? ???? ?????? ?? ?????? ?????????.,+1
?? ??????? ?? PictBridge ????????? ?????? ?? ?? ?????? ???? ???? ? ?? ???? ????? ????? ?? ?????? ?????? ? ???? ???? ?? ????? ??? ????????.,+2
"????? ????  ??????? ?? ??????  P520 ????????? ?? ?? ???????? ??? ?????? ??? ??? SLR ????? ???? ?? ????.",+1
???? ???? ??? ?? ??????? ??????? ?????? 25 ????? ??? ???? ??? ????? ?????? ? ???? ????? ??? ?? ??? ????? ? ??? ????? ??? ???? ??? ?????? ???? ???? ????.,+2
???? ?? ???? ?????? ?? ?? ?? ???? 3 ????????? ?????? ???? ??? ?????? ?? ?? ?? ??? ???? ?? ??? ?? ???????  4 ???? ?? ??? ?????.,-1
??? ?????,+2
"?? ??????????? ????? ???  ??? ???????? ???????? ???? ????? ??? ?? ???? ????? ?? ?? ??????? ?????? ???? ? ?????? ????? ?????.",+2
"??? ????? ???? 4 ?????????? ??????? ? ????? ???????? ????? ???? ????? ?? ?? ???? ??? ???? ???????.",+2
"?? ???? ?? ???? ???? ??? ??????? ?????
?? ???? ?? ????? ??? ?????? ???? ??? ?????",+2
??????? ??? 5 ????? ?? ???? ?? ???? ????? ??? ??? ?? ??? ???? ????? ? ???? ?????? f/2.8 ?? ??? ?? ???? ?? ??? ?????? ??? ?????? ?? ????? ???? ???? ???? ????? ????.,+2
?????? ????? ???? ??? ????? ???? ?? ????? ???? ?? ??????? ?? ??? ?????? ?? ?? ???? ????.,+2
?????? ???????? ??????? ??? ?????? ??? ?? ??? VideoCore IV ???????.,0
????? ? ???? ???????? ?????? ??????? HTC ????? ?? ????? ???? ???? ????? ???????? ? ???? One X Plus ??? ?? ??? ????? ?????? ????.,+1
????? ???? ????? ????? .,-2
??????? ????,+1
"???? ?? ??? ??? ?? ????? ????  ???? ???? ???? ??? ???? ???????? ???  ????? ????? Wi-Fi ? GPS ?????? ????? ???? ???.",0
"??? ???????? ????? ???? ?????? ?????? 
?????? ????? ????? ?? ??? ??? ????.",-1
"? ???? ??????? ? ???? ?????????? ?? ????? ??????? ?? ???? ???? ????? ??? ????? ?? ???????? ?????? ???? ???? ?? ????? ?????? ?? ??????? ?? ???  ?? ???? ??????  ????? ?????? ???? ??? ?? ???? ???.",+2
3.???? ????? ??? ?????? ??? ???? ?? 2 ?? ????? ??? ion ???? ?? ????? ?? ???? ????? ?? ?? 2 ? ???? ???? ?? ????? ????? ???? 9 ?? 10.4.,+2
?? ????? ????? ?????? ??? ????? ?? ?? ??? ?? ??? ?? ?? ????? ?? ?? ???? ??? ??? ?????? ? ??? ???? ? ?? ?? ?? ???? ?? ???? ??? ?? ???? ?? ????? ?? ?????? ?????? ??????? ????.,+1
?? ?? ???? ???? ????? ? ???? ??? ?? ??? ???? ??? ????.,+1
???? ??? ????? ?? ????? ???? ??? ????? ?? ??? ????? ??? ?? ????? ???? ??? ??????? ?????? ????? ??? ????? ?? ?????? ???.,+1
????? ?? ??? ???? ?? ???? ????? ???? ??????? ??? ????? ?? ????? ????? ?? ?? ?? ???? ?????.,0
"????? ?????? ?? ???? ?????  ?? ???? ?????? ???? ???? ???? ? ???? ????? ?? ????? ??? ????? ??? ???? ??? ????? ??? ???? ?????? ??? ?? ???? ? ???? ????!",-1
????.,0
"????? ??? ???? ????? ? ????  ????? ?????? ??????? ?? ?? ????? ????? ??? ?? ???????? ? ???????? ???  ??? ???? ????? ???? ?? ??? ?????? ???.",-1
??? ?? ???? ??? ?? A1300 ?? ???? ??????? ???? ?????? ? ??? ???? ?? A810 ?? ???????.,0
??? ???? ?? ???? S5 ?? 8????????? ?????? ?????!,-1
?????? ??? ???? ???? .,+2
"??? ?? ??? ??? ?? ????? ????? ??? ???????  ???? ?? ?? ???? ???  ?? ????? ? ?????? ??? ?? ???? ???? ?? ?? ??? ?????? ??? ????? ?? ????? ? ????????? ?? ????.",+1
?? ???? ??? ???? ??? ??? ??? ?? ???.,+1
????? ?? ??? ???? ????? WiFi ????? ? ?? ? ???? ???? ????? ??? ?????? ???? ??? ?? ????????? ?? ???? ??? ???? ?? ????.,-1
????? ??? ???? ?????? ?? ?? ????? ??????? ?? ???? ?????? ????? ???? ?????? ?? ?? ????? ????? ? ?? ?? ???? ?? ??? ?????? ???? ? ???? ?????? ???? ???????? ????? ?? ??? ???? ?? ??????? ???.,+1
?????? ?? ??? ???? ?? ????? ???? ????? ???!,0
???? .,0
???? ?? 2 ???? ???? ??????? ? ???? ?? ?? ???? ? ???? ??? ??? ????? ??? ??? ?????? ?? ??? ????? ????.,+1
"????? ???????
??? ???? ??? ?????? ? ????? ???? ????? ????
???? ???? ???? ?? ???? ??? ???????? ?????? ???
??? ???????? ??????? ????? ? ?????? ??? ??? ???.",-1
?? ???? ???? ?? ??? ?? ???? ?? 25600 ?????? ????? ???.,+1
?????? ?? ?????? ????? ??????? ?? ??? ????? ??? ???????.,+2
"???? ?? ??? ???? ?? ???  ?????? ??? ???? ? ???? ?  ???? ?? ?????? ??? ??? ????????? ?? ???? 1-???? ???? ?????? 2-??? ??? ???? ???? ?????? 3- ???????? ? ????? ?  ???? ?? ?? ???? ?? ?? ???? ????? ??? ..",+1
??? ???? ?????? ?? ??? ????? ????? ?? ????? ? ????? ?????? ?? ???? ????? ?? ??? ??????? ??? ???? ?? ?????? ???? ?? ?? ???? ??? ????? ????? ???? ?? ??? ?????? ?? ?? ?? ?? ???????? ?? ???? ???? ????? ?? ????? ?? ??? ?? ??? ??????? ???? ????? ???? ????? ???? ?? ???? ?? ??? ???????? !,-1
